nourishment,assistance,emergency
"[[ 3.93432833e+02 -2.86036362e+00  3.67606203e+01 ... -3.90736626e+00
  -2.96994904e+00 -3.69268286e-01]
 [ 4.00289788e+02  4.22317524e+00  3.45685131e+01 ...  1.24810872e+01
   3.77929179e+00 -5.01284419e+00]
 [ 4.05389565e+02  9.68494143e+00  5.03784860e+01 ...  7.33482610e+00
   9.06669089e+00 -1.04219215e+00]
 ...
 [ 3.99835407e+02  5.99401464e+00  6.41028752e+01 ...  1.45998139e+01
   1.10102753e+01 -3.58168813e-01]
 [ 4.03608387e+02  1.50887957e+01  5.18668501e+01 ...  1.38771503e+01
   8.70943750e+00 -1.56025743e+00]
 [ 4.09302608e+02  7.35584643e+00  4.73480673e+01 ...  4.88601098e+00
   5.84875359e+00  1.39246368e+01]]","[[413.92972713 -11.16947021  26.90441301 ...  11.50699445  -4.10473033
   -4.69539563]
 [413.46708603   7.50303982  45.20260075 ...   9.204655    -5.26861488
   -7.53097371]
 [411.89034371  11.17928267  42.53990612 ...   9.62147631   0.66583134
   -2.78484685]
 ...
 [443.82426695 -10.28494701  19.83424519 ...   0.73577663  -6.55083391
    1.36089931]
 [434.7131116  -13.93996909  11.25344056 ...  -4.98014304  -6.19561351
   -3.15858992]
 [428.85688975   5.71056106  28.60601526 ...  -4.26270745  -8.63279397
   10.48940749]]","[[ 4.41895127e+02 -5.47149405e+00  3.36575477e+01 ... -7.63460946e-02
   3.51935245e+00  1.22778942e+00]
 [ 4.51713400e+02 -7.46994561e+00  3.03200532e+01 ...  7.35218826e-01
   7.48582938e+00 -4.46089636e+00]
 [ 4.35681939e+02 -2.14601214e+01  2.48497466e+01 ... -1.21826317e+00
  -6.66535406e-01  1.38940255e+00]
 ...
 [ 5.01628634e+02  5.60028942e+01  9.68492681e+00 ... -1.34916472e+01
  -1.22057291e+01 -1.21147654e+00]
 [ 4.85891225e+02  4.21895854e+01  2.93835717e-01 ... -7.36956091e+00
  -8.57712873e+00  1.19632452e-01]
 [ 4.67257926e+02  3.21264193e+01  8.94706498e+00 ... -2.10484066e+01
  -7.27960472e+00 -4.40539933e+00]]"
"[[415.85811255  -4.13911838  26.33000998 ...   6.83802515   7.4632858
   -2.50838137]
 [422.50699825   8.4850759   40.77995052 ...  -1.46116812  -4.54700994
   -9.80834227]
 [416.60101659   6.47729823  34.53471394 ...   3.12821314   3.50225059
   -1.3246083 ]
 ...
 [406.33490443   1.94154615  43.58528498 ...  12.9431214   -4.25687405
   -7.08632487]
 [399.43365331   7.32689379  46.35129629 ... -12.42695292 -11.4485281
  -10.56462492]
 [412.84821172  19.81783623  60.69764497 ...  -0.47853344  -2.70410202
   -8.47666662]]","[[404.66490148  -5.78629824  49.45993874 ...   2.89128996  -6.09042089
  -13.071831  ]
 [396.41522428  -5.79520633  44.63444457 ...   8.13483502   2.78487004
   -2.83225906]
 [409.29555462   5.01272601  38.7087244  ...  -3.86942992   1.26692297
  -18.45320575]
 ...
 [572.34370048 -56.89677245  -4.7879766  ...  -4.02809212 -13.77745229
  -22.80688523]
 [550.08223808 -54.83566125   2.0461173  ...  -5.19154887 -20.66443944
  -14.81752746]
 [531.72667572 -48.90464666  -5.35054743 ...   4.87891007 -24.37076643
   -7.28573899]]","[[417.17931995  15.85623643  48.26403919 ...   6.64278167   5.67031943
    3.25996785]
 [410.8825275   10.27205095  47.50446759 ...   3.1589494   -7.82574087
   -8.26778888]
 [401.85950324  -1.04084857  38.16380315 ...  -7.23812136  -6.11252247
    1.25475093]
 ...
 [406.08997661  -0.45047618  40.32934428 ...   3.93465778  10.68610629
    8.10995028]
 [405.35379989   4.42384616  43.77685388 ...  12.96514266  13.69466428
    6.79066913]
 [408.69898207 -10.53985381  25.16598953 ...   5.38800936  12.19427145
   10.88869981]]"
"[[ 4.52912075e+02 -1.45439916e+00  1.64383515e+01 ...  5.64974292e+00
  -1.35971610e+01  1.02459648e+01]
 [ 4.43294753e+02 -1.14619571e+01  1.18521464e+01 ...  8.72026645e+00
  -3.13563549e+00  1.40827378e+01]
 [ 4.57466960e+02  3.20911465e+00  2.20800497e+01 ...  2.45936010e+00
  -7.81661054e+00  2.08096460e+01]
 ...
 [ 5.85990681e+02  1.01744870e+02  4.33988490e+01 ... -1.52763789e+01
  -1.25134256e+01 -3.44797525e-01]
 [ 6.12777528e+02  9.01606946e+01  2.47469252e+01 ... -1.87113590e+01
  -1.31984477e+01 -5.11872964e+00]
 [ 6.38079510e+02  8.73983731e+01  1.36285186e+01 ... -1.56430716e+01
  -1.04335689e+01 -3.73296910e+00]]","[[432.28076848  14.30120751  43.96456005 ...   4.19498519  -7.98142429
    0.51073629]
 [415.32228055  12.31369266  45.78137148 ... -14.57950934 -18.2688671
   -7.67514138]
 [405.81398393   6.03501919  36.08791878 ...  -7.69561346 -11.05770621
   -8.36785204]
 ...
 [460.0097711   28.74527612  27.60921631 ...   1.75285632   6.78131009
   -2.86815536]
 [436.69088564   6.99638481  28.67103086 ...  -9.25564275   4.87970037
   -5.94036662]
 [438.91704388  18.37434856  35.29125883 ...   5.66810209   2.21855975
   -4.36225328]]","[[ 4.00435023e+02 -6.94545989e+00  4.43612708e+01 ...  1.09019392e+00
   7.09455504e+00  7.89269725e+00]
 [ 4.04100136e+02  8.71260775e+00  4.10718849e+01 ... -4.77262664e+00
   4.34348822e+00 -2.37587647e-01]
 [ 4.16433873e+02  1.17378060e+01  4.44333705e+01 ...  4.74743536e+00
   8.58544219e+00  2.61110407e+00]
 ...
 [ 4.02803533e+02 -6.62286765e+00  2.15601519e+01 ... -5.69550428e+00
   9.53894454e+00  1.14048823e+01]
 [ 4.18662751e+02  5.44546116e+00  3.98646547e+01 ... -1.01869738e+01
  -2.31879482e+00  4.20143305e+00]
 [ 4.13807726e+02  4.16326720e+00  3.76459810e+01 ...  6.33842984e+00
  -9.15888397e-01  2.60789843e+00]]"
"[[ 6.05454750e+02  7.03248859e+01  1.40679516e+01 ... -1.68578684e+01
  -2.06591189e+00 -1.81598900e+01]
 [ 6.34700232e+02  6.71378562e+01  1.36095948e+00 ... -1.42991711e+01
  -2.73431726e+00 -1.69790279e+01]
 [ 6.48287485e+02  5.55411764e+01 -1.43973095e+01 ... -1.31601196e+01
  -6.37823746e+00 -1.44491143e+01]
 ...
 [ 4.72328686e+02  7.66154325e+01  8.24009118e+01 ... -5.64730390e+00
  -4.80557582e+00 -6.54058590e+00]
 [ 4.86742051e+02  9.36676519e+01  8.32835177e+01 ...  6.63203482e+00
  -6.81016833e+00 -7.43735204e+00]
 [ 4.99612792e+02  8.77991467e+01  7.17220200e+01 ...  5.94390426e-01
  -1.56535320e+01 -8.27549763e+00]]","[[ 4.89694501e+02 -1.11456143e+01  1.03950308e+01 ... -6.17817407e+00
   1.20115729e-01  1.17554332e+00]
 [ 4.45575170e+02  9.73982149e+00  2.79278409e+01 ...  1.86037653e+01
   1.18725508e+01  6.44300603e+00]
 [ 4.31636340e+02  2.26030534e+01  4.48050337e+01 ...  6.89014068e-01
   8.04637688e-01 -9.21984721e+00]
 ...
 [ 4.07402407e+02  6.00692577e+00  3.09243535e+01 ... -2.11696244e+00
   5.69101230e+00 -7.85918817e+00]
 [ 4.14100462e+02  1.05081983e+01  3.78673767e+01 ... -1.42674054e+00
   1.32045140e+01  2.83291858e+00]
 [ 4.13223545e+02 -1.72418176e+00  2.48156792e+01 ...  7.01306533e+00
  -2.14388472e+00 -2.22791338e+00]]","[[ 4.57665859e+02 -5.15356807e+00  2.22657683e+01 ...  8.51355809e-01
   5.25503074e+00  1.41584206e+01]
 [ 4.28163514e+02  1.90033506e+01  4.55706341e+01 ...  1.10480694e+00
   8.34820538e+00  9.73312389e+00]
 [ 4.29702504e+02  1.73804989e+01  4.43519504e+01 ...  8.27666663e+00
   1.80825781e+00  1.03621461e+01]
 ...
 [ 4.17924132e+02  1.72328712e+01  6.10493341e+01 ...  8.53198703e+00
  -7.44088201e-01  1.23125153e+00]
 [ 4.18727176e+02  1.50270820e+01  5.12713135e+01 ...  1.32052513e+01
   2.34035670e-01  1.43063682e+01]
 [ 4.24001625e+02  1.16985535e+01  5.20965431e+01 ...  1.57352053e+01
   8.72832368e+00  1.11180023e+01]]"
"[[ 6.10650324e+02  7.13496194e+01 -1.43932529e+01 ... -7.57580185e+00
  -1.49910746e+01 -9.84109941e+00]
 [ 5.57226854e+02  4.92411692e+01  9.13436257e+00 ... -7.86269555e+00
  -2.45165923e+01 -8.89213736e+00]
 [ 5.48397365e+02  3.11392209e+01  8.60560796e+00 ... -1.97659994e+01
  -2.17664094e+01  8.81671827e-02]
 ...
 [ 4.19772078e+02  1.74923241e+01  5.03103895e+01 ... -9.40730520e+00
  -1.21829836e+01 -9.23653003e+00]
 [ 4.48522874e+02  6.17271339e+01  7.87715181e+01 ... -1.41092101e+01
  -6.16831528e+00 -1.35427013e+01]
 [ 4.89511510e+02  8.78883030e+01  6.59477313e+01 ... -1.02094310e+01
  -4.94308782e+00 -6.65035723e+00]]","[[586.69444404  57.43048457 -40.45096696 ... -14.5384661   -9.08659137
   -0.99397547]
 [594.5308088   61.86657065 -26.4276315  ... -17.4448196   -3.6586043
   -2.81699125]
 [599.24534501  47.68344317 -23.4197448  ... -11.98898606  -2.84928053
   -4.92818709]
 ...
 [555.05861191  49.53683722  19.52024029 ...  -3.69834016   7.28720747
   -7.63209259]
 [545.59093096  41.88584354  18.95579695 ...   0.87017849   9.81516822
  -13.41320699]
 [540.3901635   55.20990281  25.76938734 ...  -3.4287246    2.69912279
  -19.43123561]]","[[ 4.29591421e+02  4.55589848e+00  4.08757678e+01 ...  3.04074087e+00
  -4.37375930e+00 -5.82347917e+00]
 [ 4.08109291e+02  6.64542793e-01  3.87059965e+01 ... -8.25345173e-03
   1.99106247e+00 -1.06565023e+00]
 [ 4.10829743e+02  6.94234170e+00  4.18565528e+01 ...  5.06042210e+00
  -7.09519462e+00 -5.72909238e+00]
 ...
 [ 4.18914902e+02  1.53004137e+01  5.39895324e+01 ...  4.08429926e+00
   1.21851173e+01  1.11695322e+01]
 [ 4.14850311e+02  1.67686663e+01  5.37323547e+01 ...  1.17294263e+01
   1.03854775e+01  1.28723321e+01]
 [ 4.14119408e+02  1.10675183e+01  4.00602506e+01 ...  6.11866577e+00
   2.23996570e+01  9.30883530e+00]]"
"[[401.68467028  -2.31732878  34.90953253 ...  10.36276363   2.93340733
    6.04678671]
 [403.36743182   8.2889685   56.37311646 ...  -5.4413583   -2.20709075
   -0.85052378]
 [409.12688352  10.33163003  44.92915474 ...   1.27019477   5.67471974
    9.1755065 ]
 ...
 [438.17654813   5.85704885  29.67129443 ...  -8.89886948  -9.21673977
    1.49512677]
 [420.33055241   8.29325623  46.63397528 ... -12.29613469  -5.17952275
   -2.67331468]
 [417.10557916   0.69982904  31.31475835 ...  -5.25860247  -1.97400624
    1.0410622 ]]","[[416.05542455   5.23672267  29.72274158 ...  -2.83016975  -3.03554675
   -7.4631757 ]
 [416.35112499   7.11172221  31.27782307 ...   0.98590067  -4.55597478
   -8.37570519]
 [417.87845419  12.51076287  41.18435241 ...   4.73640885   4.36216535
   -9.53377835]
 ...
 [426.9209292   30.77973793  44.35496111 ...  10.00012851   5.67278891
    1.78729865]
 [412.09873474   1.88731715  34.28563245 ...  10.73138519  -1.89351992
    0.45162071]
 [410.03497649  15.30351817  42.85950265 ...   6.81510456   5.38082088
   11.28389836]]","[[527.62822576 -25.21650658 -18.1063852  ... -12.46909297   6.53461607
   21.79092806]
 [550.67780532 -32.51828277 -15.61611473 ... -36.37750557   2.54327023
    6.62958166]
 [567.8218931  -54.23190785 -27.45281041 ... -38.25226109 -12.33039305
    7.8620556 ]
 ...
 [452.23450059   3.54433242  37.7469719  ...   0.88884088  -1.53626381
    8.8882348 ]
 [447.04934188   9.20635776  32.34911657 ...  -2.16058627   2.99967121
   14.42715347]
 [436.91127808  -7.71245219  14.92248123 ...   3.05142614  -5.25272744
    3.64630772]]"
"[[ 4.14577543e+02 -5.30258118e-02  3.46254139e+01 ... -6.86384437e+00
   9.19392604e-01 -2.01485916e+00]
 [ 4.10468557e+02 -5.14566766e+00  3.01218820e+01 ... -7.59373241e+00
  -5.31501687e+00 -3.41169373e+00]
 [ 4.23319115e+02  2.54095749e+01  5.43497100e+01 ...  5.38321932e+00
   5.72255560e+00  2.70527552e+00]
 ...
 [ 4.17548790e+02  1.08284206e+01  3.71576204e+01 ...  4.52346234e+00
   8.88667835e+00 -4.16659512e+00]
 [ 4.28726128e+02  2.10194192e+00  4.01723988e+01 ... -2.02847778e+00
   1.81586046e-01  1.80309885e+00]
 [ 4.15787801e+02 -1.24431145e+00  4.04698004e+01 ...  2.78256644e+00
   3.52842885e+00  6.34841774e+00]]","[[ 6.15347341e+02  7.24188107e+01 -2.00756277e+01 ... -1.50106447e+01
   4.91280711e+00 -2.38360324e+00]
 [ 5.89389290e+02  7.90282308e+01 -2.35985209e+01 ... -1.52522556e+01
   5.99740399e+00  2.09769294e+00]
 [ 5.75506315e+02  7.53656650e+01 -1.56886541e+01 ... -1.01845654e+01
   3.68083054e+00 -2.86043511e+00]
 ...
 [ 4.17049756e+02  1.71586039e+01  5.26625435e+01 ... -1.51823114e+01
  -1.04273270e+01 -8.56208650e+00]
 [ 4.21532314e+02  2.07876371e+01  4.68338229e+01 ... -5.57088103e+00
  -4.76856140e-01  2.99002209e+00]
 [ 4.22968647e+02  1.65072610e+01  4.06942027e+01 ...  1.64169914e+00
   1.69780872e+00 -2.59481522e+00]]","[[ 4.04434330e+02 -1.17479234e+00  3.94204474e+01 ... -1.28193347e+01
   1.11552748e+00  5.31263923e+00]
 [ 3.96078526e+02 -1.19144590e+01  3.48708744e+01 ... -1.10411615e+01
  -6.98319584e+00  6.66511789e+00]
 [ 4.11992707e+02 -1.08226517e+01  2.76566260e+01 ... -1.64059200e+00
  -3.71413816e+00 -1.22376897e+01]
 ...
 [ 3.99314618e+02 -9.09033359e+00  3.67737195e+01 ... -1.09315152e+00
   1.28746272e+01  7.48047954e+00]
 [ 4.01379940e+02  2.40791254e+00  4.04456134e+01 ... -1.24083724e+00
  -1.61798482e+00  5.03489036e+00]
 [ 4.12120985e+02  6.36078023e+00  4.23375605e+01 ...  2.20113836e-01
   1.08310195e+00 -2.72687644e-01]]"
"[[631.86091137  63.48211205  -7.58489588 ... -24.69141116 -12.77528087
   -2.22485649]
 [643.8899475   74.85918919 -14.69768982 ... -16.75503633  -1.37420006
   -7.89024408]
 [660.87753825  68.36354482 -25.19522148 ... -15.73667838  -6.36243509
   -4.96129231]
 ...
 [666.64203873  61.81427656 -66.65574962 ... -33.74876543 -14.77870264
    4.48755119]
 [666.38432755  69.29114305 -63.38696917 ... -32.98371489 -14.91308598
    6.69974471]
 [672.29827197  68.30633382 -54.73055907 ... -31.78371506 -10.75199416
    5.72599734]]","[[ 4.50815667e+02  6.32101226e+00  3.62688412e+01 ...  7.95479989e+00
   8.56265109e+00 -4.55544185e-01]
 [ 4.15608035e+02  2.50643768e-01  4.62384429e+01 ...  8.32620834e+00
   1.00007244e+01  2.12435435e+00]
 [ 4.19214164e+02  9.09643005e+00  4.19514135e+01 ...  1.74948742e+01
   5.01237780e+00  9.28881213e-01]
 ...
 [ 4.15464664e+02  7.29637674e+00  4.81520014e+01 ...  6.54073012e+00
   8.59823310e+00 -2.21796895e+00]
 [ 4.23861604e+02  1.70125154e+01  4.91139418e+01 ... -1.96778988e+00
   4.81667794e+00  9.46660983e+00]
 [ 4.08136300e+02 -1.69928426e+00  4.60776388e+01 ...  1.77588674e+01
   9.65441496e+00  3.53711103e+00]]","[[ 4.62579578e+02 -2.11505781e+01  2.77355168e+01 ...  2.87702140e+00
  -1.52391380e+00  1.56215345e+01]
 [ 4.67407296e+02 -8.15895816e+00  3.47124514e+01 ...  4.25156520e+00
   2.51823660e+00  1.68965717e+01]
 [ 4.63432230e+02 -2.50967173e+01  3.18644145e+01 ...  2.70306510e+01
   1.06165374e+01  1.37096813e+01]
 ...
 [ 4.09105006e+02  2.63379913e+00  4.56710198e+01 ...  1.92359369e+00
   7.04710580e+00 -3.43271848e+00]
 [ 4.04963285e+02  7.72905789e+00  3.93554384e+01 ...  1.35395011e+00
  -3.32941086e-02  5.41331184e-01]
 [ 3.94424545e+02 -7.16570018e+00  3.76808554e+01 ... -1.46106462e+00
   4.53826636e+00  4.91855064e+00]]"
"[[718.00826553  34.3757602  -70.01693314 ...  -3.28531458 -20.11413184
  -27.41163319]
 [721.3526651   40.5804482  -69.42488027 ...  -8.23995421 -24.97392691
  -20.46897975]
 [718.5177974   33.41541696 -68.77712186 ...  -9.12528014 -26.81569979
   -7.08752364]
 ...
 [416.10196616  16.60550204  41.90835823 ...  -1.65461122  -2.18322833
  -12.73006724]
 [410.53991129  17.33080226  61.19142518 ...   8.00817564  10.91842396
   -3.53784143]
 [410.03672715  11.49410217  43.63998623 ...   2.98494925   2.38708939
   -2.3408127 ]]","[[ 4.09140360e+02  7.33078206e-01  5.05642131e+01 ... -5.13655923e+00
  -9.76075997e-02 -2.58935998e+00]
 [ 4.02013813e+02 -1.78108732e+01  2.45115042e+01 ... -2.44728800e+00
   5.20642389e+00 -8.50911248e+00]
 [ 4.13369426e+02 -5.75029450e-01  3.20606042e+01 ...  1.26154105e+01
   6.16725083e+00 -6.86397114e+00]
 ...
 [ 4.18684748e+02  7.44318734e+00  3.60639298e+01 ...  6.22404731e+00
   8.39249841e+00 -2.13607499e+00]
 [ 4.15814086e+02  4.83399429e+00  4.41317421e+01 ...  9.17930373e+00
   8.57851981e+00 -2.26786438e+00]
 [ 4.25501711e+02  1.46043084e+01  4.45490852e+01 ...  1.46096123e+01
   9.45006097e+00  3.08998761e+00]]","[[ 4.90366703e+02  3.38041843e+01 -4.25338104e+00 ... -5.05033812e+00
  -1.14294624e-01 -1.48192954e+00]
 [ 4.69375942e+02  2.56736354e+01  7.54202535e+00 ...  3.03522383e+00
  -3.72819100e+00  1.79437742e+00]
 [ 4.45951988e+02  1.70692689e+01  1.03727240e+01 ... -1.55724298e+01
  -1.95410846e+01 -8.26509182e-01]
 ...
 [ 4.23640671e+02  9.43845825e+00  4.36295098e+01 ... -1.02853919e+00
   2.38171850e+00  7.80621343e+00]
 [ 4.25648336e+02  4.53582375e+00  4.46319933e+01 ... -4.25181771e+00
  -8.60737026e+00 -3.03553268e+00]
 [ 4.15192526e+02  3.46488359e+00  4.07492425e+01 ...  9.75114115e-01
  -3.20063840e+00  6.66129094e+00]]"
"[[ 4.34025424e+02  1.79357045e+00  4.21186441e+01 ...  1.89523468e+00
   3.38183171e+00 -4.16480184e+00]
 [ 4.00262175e+02  5.42379426e-01  4.22897040e+01 ... -3.05623046e+00
  -5.27395883e+00 -5.74205764e+00]
 [ 4.15516567e+02  1.84174323e+01  5.22805339e+01 ... -9.82077323e-01
  -1.02476849e+01 -5.89130717e+00]
 ...
 [ 4.21494977e+02  5.46356294e+00  2.96703939e+01 ... -7.03660041e+00
   3.61843294e+00  4.17033828e+00]
 [ 4.36597706e+02 -2.51227756e+00  4.17449105e+00 ...  2.45447084e+00
   1.20508275e+00 -1.77398413e+00]
 [ 4.91318313e+02 -4.01379788e+01 -1.12580693e+00 ...  1.50901162e+01
   1.10086238e+01 -2.31326535e-01]]","[[ 4.08717091e+02 -5.96865011e+00  3.21172559e+01 ...  9.26159889e+00
   9.24221269e+00  7.11267156e+00]
 [ 4.11957340e+02 -5.42699062e+00  2.20739732e+01 ... -1.50363027e+01
  -1.84844565e-03  3.04363750e+00]
 [ 4.14660924e+02 -8.09434044e+00  1.92716878e+01 ... -2.07565668e+01
  -7.72850377e+00 -1.18413079e+01]
 ...
 [ 5.85582420e+02  6.43848801e+01 -8.66458810e+00 ...  1.15499598e+01
  -1.89726300e+01  8.59153816e+00]
 [ 5.85346457e+02  7.61145356e+01 -2.24448775e+01 ...  1.36847809e+00
  -8.39799380e+00  1.43817932e+01]
 [ 5.87885950e+02  8.36354331e+01 -2.12324102e+01 ...  1.23959602e+00
  -1.03027729e+00  2.34335481e+01]]","[[425.34098955  10.17583885  38.81474547 ... -15.65707112 -11.28610295
    1.29628594]
 [416.50376758   2.33119033  31.75747781 ...  -1.34086651  -3.15843859
  -10.82701947]
 [411.56198436   2.01265082  38.8820692  ...  -8.09195038  -9.5004908
  -18.34519321]
 ...
 [408.88652064   3.34224205  43.03054818 ...  -1.99658561  -3.24878169
   -1.23506743]
 [401.84335472   1.07445376  39.43674576 ...  -1.26611241   1.95744741
  -13.96099844]
 [399.41513387   1.54797806  43.24460731 ...  15.03949904   9.09072364
   -0.46346755]]"
"[[ 6.42244497e+02  5.60102666e+01 -4.70606383e+01 ... -4.19994133e+01
  -1.80748044e+01  1.16572426e+01]
 [ 6.31833460e+02  4.88460032e+01 -3.02452024e+01 ... -4.13842335e+01
  -1.87178793e+01  1.41362758e+01]
 [ 6.11766263e+02  5.20335178e+01 -1.03066725e+01 ... -4.13005038e+01
  -2.14572984e+01  1.38409657e+01]
 ...
 [ 4.35643510e+02  6.08262931e+00  4.18496039e+01 ... -7.17530066e+00
  -2.18923726e-02 -1.97003561e+00]
 [ 4.20808174e+02  1.43159234e+01  5.07587338e+01 ...  1.62087231e+00
   9.15349786e+00  5.79613769e+00]
 [ 4.31820111e+02  2.20547197e+01  4.29494330e+01 ...  5.22542564e+00
   1.34543889e+00 -4.34462403e+00]]","[[ 5.80043953e+02  2.59122315e+01 -1.03599009e+01 ... -1.55158034e+01
  -1.74361674e+01 -3.34434049e+01]
 [ 5.84377917e+02  3.76723993e+01  4.76869187e+00 ... -8.98917772e+00
  -9.05757283e+00 -1.86568188e+01]
 [ 5.61831668e+02  4.19218951e+01  9.56479263e+00 ... -7.25655658e+00
  -4.68375488e+00 -1.63103369e+01]
 ...
 [ 4.15704911e+02  2.93952602e+00  2.84569227e+01 ...  1.22439785e+01
   8.06817991e+00  1.08649960e+01]
 [ 4.07208056e+02  2.09117338e-01  3.74380781e+01 ...  2.01931099e+00
   4.23431177e+00  1.04217576e+01]
 [ 3.98929041e+02 -2.02406172e+00  3.59749115e+01 ... -8.79273231e+00
  -3.13463735e+00  5.46275438e+00]]","[[397.67518728 -10.85154378  45.55968996 ...  21.98405995  13.07378863
    0.85912884]
 [404.43124046  -4.28560794  39.19860393 ...  11.98496179  13.83539711
    0.77929622]
 [401.90019505   1.60894393  54.22109763 ...  13.37364446  21.30802885
    4.77929256]
 ...
 [419.95016591   1.72369859  30.48835533 ...   0.64589658  -1.88616312
    9.16730985]
 [413.44996012   1.39833923  38.99189732 ...   1.90459759  -6.13392038
    1.98609673]
 [407.87250782  -4.79003154  24.31163983 ...   3.02132717   6.56848166
   13.5680628 ]]"
"[[475.25285176 -22.85225364  12.32731155 ...  -4.11958968 -28.39412357
   -2.16923734]
 [467.55823741  -9.83313326  20.22754192 ...   4.69390901 -18.23901317
   10.97204808]
 [477.08950782   8.67878692  28.32230644 ...   4.61508288 -19.66978131
    4.52086651]
 ...
 [697.39596784  54.97927852 -37.4481111  ... -13.87122323 -24.00007537
   -5.32340415]
 [706.19194361  51.18508469 -34.04419401 ...  -7.70601044 -24.20149299
   -8.65723871]
 [724.68945492  49.31289582 -40.55014696 ...  -9.05245342 -19.52260885
   -8.98261283]]","[[ 4.26178370e+02  1.27060621e+01  4.96747806e+01 ...  8.65984629e+00
  -2.52046666e+00 -1.10642615e+01]
 [ 4.22157688e+02  7.23291794e+00  4.47754261e+01 ...  1.02084371e+01
  -3.99431528e+00 -5.35328121e-01]
 [ 4.01362274e+02 -5.18771872e+00  4.94719853e+01 ...  4.71682041e+00
  -4.55584387e+00 -6.60095712e+00]
 ...
 [ 4.17130042e+02  3.83880452e+00  2.88719733e+01 ... -5.11860321e+00
  -4.00773760e+00 -4.02583299e-01]
 [ 4.28686053e+02 -6.11037206e+00  2.19675477e+01 ... -5.18982086e+00
  -4.54304208e+00  6.11165448e+00]
 [ 4.15464027e+02 -9.66465784e+00  1.25272521e+01 ... -5.30644601e-01
  -1.07387363e+01 -1.08490726e+01]]","[[ 4.31178439e+02 -7.71606230e+00  3.54982299e+01 ...  1.52762281e+01
   1.12615911e+01  1.10057073e+01]
 [ 4.16337776e+02  1.63150576e+01  6.32896490e+01 ... -9.74850082e-01
   5.57620675e+00  5.94931518e+00]
 [ 4.06297614e+02  7.51856432e+00  5.77634070e+01 ...  9.09609383e+00
   8.74264228e+00 -1.05001460e+00]
 ...
 [ 4.96968654e+02 -4.23370061e+01  2.47061090e+01 ...  1.30579290e+01
   6.23435022e+00  9.92098356e+00]
 [ 4.76741085e+02 -2.96420562e+01  2.66205409e+01 ...  3.68584781e+00
   2.77387232e-01 -3.49687660e+00]
 [ 4.22673237e+02 -1.19111288e+00  4.14573262e+01 ... -1.61226798e-01
   8.50406798e+00 -8.16497558e-01]]"
"[[536.30979549  85.2397791   57.11876246 ...  -3.89309107   2.46574151
   10.59139561]
 [535.28957228 105.52146579  54.06633636 ...  -7.41565052  -3.23452507
    4.57844634]
 [559.84173246  95.89318852  30.94343686 ... -17.14549651 -18.38672879
   -1.83881638]
 ...
 [410.87212565  11.65488636  49.06806997 ...   7.2141166    4.58469875
    5.47499006]
 [405.47822716   0.96067415  42.26579324 ...   7.8998241    7.88522596
    8.5851335 ]
 [409.19689578   4.92377515  41.61677932 ...  15.67179143  10.49306223
   12.93214848]]","[[ 4.18687243e+02  4.82303479e+00  3.38343736e+01 ... -3.66460028e+00
  -2.61843565e+00 -1.21218775e+00]
 [ 4.15203267e+02  3.45843711e+00  3.98061987e+01 ...  2.67269224e+00
  -1.19592258e+00  7.63087721e-01]
 [ 4.03444563e+02 -6.90031965e+00  3.59407335e+01 ... -3.84815246e-01
  -5.29604401e+00 -2.58168545e+00]
 ...
 [ 5.22009900e+02 -9.13411689e+01  4.20117994e+01 ... -1.11546368e+01
  -1.48772682e+01 -3.64171054e+00]
 [ 5.45881988e+02 -5.91438217e+01  2.66517604e+01 ... -4.12906347e-01
  -1.72804834e+01 -7.48304775e+00]
 [ 5.44533177e+02 -5.58933228e+01  1.83652798e+01 ...  2.39970058e+00
  -1.81052348e+01 -3.78721328e+00]]","[[ 4.36653301e+02  1.23911700e+01  3.41714016e+01 ... -7.24926464e+00
  -4.46298028e+00  7.19925158e-01]
 [ 4.23180079e+02  1.39473360e+01  2.99964418e+01 ... -8.97192692e+00
  -1.63355069e+01 -3.72163771e+00]
 [ 4.44299867e+02  2.66126252e+01  4.38887014e+01 ...  6.51694941e+00
   4.69654424e+00  5.60845810e+00]
 ...
 [ 4.35845950e+02  2.16113890e+01  4.65973903e+01 ...  5.68214529e+00
   1.24997144e+01  8.42496977e+00]
 [ 4.27273559e+02  2.13025452e+01  4.78165313e+01 ...  8.50790944e+00
   2.28711402e+00  7.95069949e-01]
 [ 4.27023047e+02  1.33683958e+01  3.50091175e+01 ...  3.38401475e+00
  -4.18660139e-01 -4.72366583e+00]]"
